Ax,Ay,Az,Gx,Gy,Gz,Roll,Pitch,Yaw,Timestamp
-8492,2376,12404,-2263,-6281,5934,3000,34000,116000,201117
-9976,2584,13140,-2857,-2879,6637,3000,34000,117000,201129
-10124,2556,13232,-2960,-2568,6717,4000,34000,117000,201132
-10240,2628,13428,-3093,-2389,6733,4000,34000,117000,201134
-10836,2824,14388,-3713,-3273,6622,4000,33000,118000,201146
-10720,2892,14492,-3838,-3830,6590,4000,33000,118000,201149
-10528,2844,14644,-3975,-4508,6509,4000,33000,118000,201151
-9476,2800,14780,-4402,-9254,6225,4000,32000,119000,201164
-9160,2728,14636,-4507,-10149,6216,4000,32000,119000,201166
-8776,2688,14408,-4617,-10957,6186,4000,32000,119000,201168
-7212,2312,13360,-5002,-11740,6173,3000,31000,120000,201181
-6820,2184,13316,-5030,-11360,6215,3000,30000,120000,201183
-6700,2016,13276,-4963,-10890,6239,3000,30000,120000,201185
-6568,1996,12992,-4466,-7238,6504,3000,29000,121000,201198
-6364,1908,13084,-4390,-6581,6507,3000,29000,121000,201200
-6168,2048,13068,-4282,-5962,6426,3000,29000,121000,201202
1312,2104,14720,-3388,-4571,3037,3000,29000,121000,201215
1592,2224,14380,-3288,-4977,1378,3000,28000,121000,201217
4,2296,14452,-3277,-4815,113,3000,28000,121000,201219
-7224,1780,15416,-2769,941,-1377,3000,28000,121000,201232
-8316,1528,15908,-2430,1769,-997,3000,28000,121000,201234
-8912,1496,16152,-2071,2403,-488,3000,28000,121000,201236
-11344,1012,15412,-482,2271,3192,3000,29000,121000,201249
-11536,924,14724,-425,1830,3740,3000,29000,121000,201251
-11596,848,14312,-452,1308,4284,3000,29000,122000,201253
-11220,1216,11732,-1969,-1800,5144,3000,29000,122000,201266
-11160,1392,11472,-2403,-2332,5050,3000,29000,122000,201268
-11224,1436,11324,-2843,-2939,4914,3000,29000,122000,201270
-10836,2040,12224,-4439,-6738,4713,3000,28000,123000,201283
-10964,2148,12248,-4675,-7546,4801,3000,28000,123000,201285
-10840,2160,12096,-4914,-8318,4980,3000,28000,123000,201288
-9028,1492,12052,-5936,-11718,6902,3000,27000,124000,201300
-8328,1440,12132,-6142,-12072,7144,2000,26000,124000,201302
-7852,1196,13156,-6271,-12225,7350,2000,26000,124000,201305
-3892,-120,14792,-6098,-11761,7519,2000,25000,125000,201317
-3436,-220,15176,-6058,-11424,7345,2000,25000,125000,201319
-2880,-316,15564,-5985,-11025,7117,2000,25000,125000,201322
-632,-820,18040,-4738,-7802,5164,2000,24000,125000,201334
-288,-716,18268,-4456,-7083,4753,2000,23000,125000,201336
740,-68,18144,-2967,-2844,2234,2000,23000,126000,201349
708,112,18196,-2702,-2047,1764,1000,23000,126000,201351
648,340,18028,-2429,-1199,1288,1000,23000,126000,201353
-796,1072,18048,-1112,2988,-691,1000,23000,126000,201366
-1244,1036,17624,-871,3644,-944,1000,23000,126000,201368
-1712,1196,17744,-648,4304,-1207,1000,23000,126000,201370
-4352,1284,16396,290,6805,-2015,1000,24000,125000,201383
-4912,1360,16364,332,7041,-2070,1000,24000,125000,201385
-5444,1284,16140,387,7172,-2095,1000,24000,125000,201387
-7208,1176,15412,372,5922,-1943,1000,25000,125000,201400
-7700,1208,15136,350,5392,-1860,1000,25000,125000,201402
-7684,1120,15208,274,4810,-1769,1000,25000,125000,201404
-7784,1372,14956,-416,1844,-1113,1000,25000,125000,201417
-7716,1468,15220,-560,1401,-967,1000,25000,125000,201419
-7488,1360,15332,-691,978,-867,1000,25000,125000,201421
-6708,1584,15512,-968,-167,-556,1000,25000,125000,201434
-6404,1492,15712,-932,-136,-558,1000,25000,125000,201436
-6484,1472,15768,-938,-5,-577,1000,25000,125000,201438
-6348,1372,15756,-425,1478,-941,1000,25000,125000,201451
-6288,1328,15764,-361,1776,-1000,1000,25000,125000,201453
-6532,1224,15836,-247,2039,-1047,1000,25000,125000,201455
-7336,1160,15424,171,2653,-1150,1000,25000,125000,201468
-7580,1100,15192,178,2630,-1142,1000,25000,125000,201470
-7668,1088,15264,212,2586,-1131,1000,26000,125000,201472
-8428,1408,14948,199,1825,-1034,1000,26000,125000,201485
-8500,1456,14972,167,1630,-975,1000,26000,125000,201487
-8532,1372,15012,126,1380,-949,1000,26000,125000,201489
-8552,1784,15172,-105,138,-677,1000,26000,124000,201502
-8464,1908,15400,-127,-38,-620,1000,26000,124000,201504
-8400,2104,15388,-159,-202,-543,1000,26000,124000,201506
-7900,2160,15784,-359,-559,-159,1000,26000,124000,201519
-7800,2180,15628,-400,-553,-98,1000,26000,124000,201521
-7664,2184,15364,-453,-543,1,1000,26000,124000,201523
-6932,2144,15264,-680,-331,297,1000,26000,125000,201536
-6840,2160,15448,-683,-302,342,1000,26000,125000,201538
-6716,2092,15432,-677,-269,370,1000,26000,125000,201540
-6216,1884,15248,-549,111,373,1000,26000,125000,201553
-6116,1824,15132,-563,226,336,1000,26000,125000,201555
-6068,1676,15012,-514,399,295,1000,26000,125000,201557
-5664,1408,15364,-232,1956,-225,1000,26000,125000,201569
-5828,1356,15496,-149,2240,-329,1000,26000,125000,201572
-5952,1428,15496,-78,2570,-425,1000,26000,125000,201574
-7012,1416,15604,389,3696,-856,1000,26000,125000,201586
-7164,1504,15644,443,3733,-934,1000,26000,125000,201589
-7508,1496,15648,504,3687,-969,1000,26000,125000,201591
-9012,1792,15484,417,2975,-1032,1000,27000,124000,201603
-9280,1820,15520,412,2752,-1001,1000,27000,124000,201606
-9704,2080,15652,400,2532,-898,1000,27000,124000,201608
-10856,2220,15188,306,391,-222,1000,27000,124000,201620
-10880,2248,14952,199,-185,-35,1000,27000,124000,201623
-11020,2320,14960,111,-756,125,1000,27000,124000,201625
-10708,2420,14732,-550,-3684,1058,1000,27000,125000,201637
-10464,2424,14488,-725,-4205,1183,1000,26000,125000,201640
-10288,2544,14804,-872,-4689,1326,1000,26000,125000,201642
-8120,2248,16104,-1239,-6490,1713,1000,26000,125000,201654
-7880,2160,16348,-1260,-6647,1704,1000,26000,125000,201657
-7420,1944,16532,-1277,-6693,1692,1000,26000,125000,201659
-5608,1616,17140,-1206,-5811,1685,1000,25000,125000,201671
-5320,1520,17440,-1069,-5429,1641,1000,25000,125000,201674
-5148,1476,17460,-860,-5045,1610,1000,25000,125000,201676
-4316,1480,16036,104,-2371,1090,1000,24000,125000,201688
-4328,1604,15840,228,-1884,978,1000,24000,125000,201691
-4324,1648,15732,336,-1474,868,1000,24000,125000,201693
-4672,1908,15160,908,-455,511,1000,24000,125000,201705
-4708,1940,15280,985,-485,528,1000,24000,125000,201707
-4844,2116,15124,1034,-536,543,1000,24000,125000,201710
-5080,2400,14380,973,-679,780,2000,24000,125000,201722
-5168,2440,14092,882,-564,805,2000,24000,125000,201724
-5120,2380,14056,791,-400,831,2000,24000,125000,201727
-5508,2640,13716,343,1376,505,2000,24000,126000,201739
-5672,2664,13576,280,1750,387,2000,24000,126000,201741
-5804,2692,13344,222,2073,292,2000,24000,126000,201744
-6596,2736,13004,-270,2805,-144,2000,25000,126000,201756
-6740,2612,13116,-358,2700,-149,2000,25000,126000,201758
-6792,2552,13144,-496,2563,-184,2000,25000,126000,201761
-6604,2560,13380,-1164,1590,-35,2000,25000,126000,201773
-6436,2516,13760,-1243,1534,22,2000,25000,126000,201775
-6328,2392,13964,-1271,1593,48,2000,25000,126000,201778
-5828,2100,15352,-933,2972,171,2000,25000,126000,201790
-5812,2108,15772,-803,3283,122,2000,25000,126000,201792
-5884,2092,16204,-628,3494,93,2000,25000,126000,201795
-6476,1840,16040,-164,3459,-202,2000,26000,126000,201807
-6616,1820,16060,-122,3371,-242,2000,26000,126000,201809
-6920,1688,16196,-99,3251,-309,2000,26000,126000,201812
-8180,1552,17180,254,3080,-527,2000,26000,126000,201824
-8484,1500,17224,344,2991,-547,2000,26000,126000,201826
-8568,1384,17448,417,2933,-543,2000,26000,126000,201828
-9516,1684,17060,918,1843,-217,2000,26000,126000,201841
-9648,1684,16968,925,1561,-125,2000,26000,126000,201843
-9660,1796,16824,936,1319,-25,2000,26000,126000,201845
-9588,2132,15544,718,-514,451,2000,26000,126000,201858
-9352,2188,15264,609,-903,524,2000,26000,126000,201860
-9232,2160,15148,520,-1257,589,2000,26000,126000,201862
-8208,2448,14508,14,-2638,724,2000,26000,126000,201875
-8112,2520,14616,-71,-2692,783,2000,26000,126000,201877
-8068,2548,14624,-106,-2728,817,2000,26000,126000,201879
-7204,2488,14564,-164,-1858,1186,2000,26000,126000,201892
-7128,2624,14784,-150,-1609,1268,2000,26000,126000,201894
-6984,2492,14764,-139,-1378,1315,2000,26000,126000,201896
-6464,2448,14928,4,-164,1564,2000,26000,126000,201909
-6552,2408,15040,-8,2,1582,2000,26000,126000,201911
-6520,2372,15032,39,211,1584,2000,26000,126000,201913
-6492,2308,15136,78,389,1561,2000,26000,126000,201916
-6752,2220,15148,266,809,1342,3000,26000,126000,201928
-6732,2184,15196,284,826,1280,3000,26000,126000,201930
-6804,2168,15252,316,772,1214,3000,26000,127000,201932
-7084,2076,15240,425,249,954,3000,26000,127000,201945
-7224,2024,15160,435,122,916,3000,26000,127000,201947
-7272,1988,15252,423,31,911,3000,26000,127000,201949
-7704,2076,14912,309,-588,1064,3000,26000,127000,201962
-7648,2116,14844,252,-667,1104,3000,26000,127000,201964
-7664,2212,14660,184,-721,1195,3000,26000,127000,201966
-7676,2212,14636,-30,-896,1466,3000,26000,127000,201979
-7540,2292,14624,-81,-952,1490,3000,26000,127000,201981
-7568,2376,14428,-98,-971,1515,3000,26000,127000,201983
-7076,2332,13968,-430,-1626,1688,3000,25000,127000,201996
-7016,2464,13960,-508,-1784,1704,3000,25000,127000,201998
-7092,2388,13924,-606,-1907,1753,3000,25000,127000,202000
-6528,2008,14520,-960,-2156,1888,3000,25000,128000,202013
-6476,1984,14628,-991,-2069,1911,3000,25000,128000,202015
-6432,2024,14652,-1014,-1925,1924,3000,25000,128000,202017
-6064,1512,14948,-951,-775,1781,3000,25000,128000,202030
-5964,1564,15108,-922,-520,1733,3000,25000,128000,202032
-5956,1480,15144,-859,-268,1663,3000,25000,128000,202034
-6556,1340,15976,-487,1001,1391,3000,25000,128000,202047
-6620,1476,16028,-402,1217,1338,3000,25000,128000,202049
-6808,1488,16236,-309,1371,1326,3000,25000,128000,202051
-7676,1692,16976,214,1524,1221,3000,25000,128000,202064
-7812,1768,16940,283,1398,1213,3000,25000,128000,202066
-7796,1812,16892,324,1147,1207,3000,25000,128000,202068
-7844,1980,16532,300,-1057,1070,3000,25000,128000,202080
-7864,1944,16360,266,-1487,1061,3000,25000,128000,202083
-7992,2052,16384,212,-1925,1031,3000,25000,128000,202085
-7696,2016,15608,-125,-3368,1049,3000,25000,128000,202097
-7744,2100,15648,-171,-3485,1072,3000,25000,129000,202100
-7652,2088,15580,-196,-3566,1062,3000,24000,129000,202102
-7148,1932,13536,-625,-4227,1118,3000,24000,129000,202115
-6936,1948,12820,-837,-4445,1148,3000,24000,129000,202117
-6816,2020,12884,-1106,-4593,1170,3000,24000,129000,202119
-4316,1504,12912,-2183,-5634,1627,3000,23000,129000,202132
-3932,1424,13204,-2408,-5671,1644,3000,23000,129000,202134
-3404,1424,13580,-2567,-5547,1652,3000,23000,129000,202136
-1836,336,16400,-2191,-1850,1269,3000,23000,129000,202149
-1832,212,16608,-1917,-735,1174,3000,23000,129000,202151
-1948,16,16708,-1600,284,1064,3000,23000,129000,202153
-2916,-124,17420,572,5497,105,3000,23000,129000,202165
-2920,-20,17276,890,6090,-140,3000,23000,129000,202168
-3116,108,17140,1185,6641,-381,3000,23000,129000,202170
-4312,736,15900,1895,7754,-1987,3000,24000,129000,202182
-4820,964,15884,1867,7856,-2250,3000,24000,129000,202184
-5128,1120,15728,1828,7894,-2492,3000,24000,129000,202187
-7208,1568,15444,1465,7490,-3206,3000,25000,129000,202199
-7732,1548,15400,1443,7241,-3195,3000,25000,128000,202201
-8100,1640,15580,1458,6953,-3198,3000,25000,128000,202204
-8948,1488,15468,1367,3888,-2605,3000,26000,128000,202216
-8912,1476,15080,1293,3119,-2450,3000,26000,128000,202218
-8756,1448,15036,1183,2423,-2284,3000,26000,128000,202221
-7380,1508,14512,276,-1312,-1813,3000,26000,128000,202233
-6784,1428,14468,143,-1797,-1799,3000,26000,128000,202235
-6564,1424,14512,-14,-2182,-1806,3000,26000,128000,202238
-4872,1528,14608,-202,-2133,-2185,3000,25000,128000,202250
-4520,1396,14516,-152,-1693,-2310,3000,25000,128000,202252
-4324,1508,14544,-88,-1170,-2384,3000,25000,128000,202255
-4140,1304,14576,360,2698,-3348,3000,26000,127000,202267
-4344,1248,14356,473,3482,-3511,3000,26000,127000,202270
-4480,1364,14580,613,4131,-3689,3000,26000,127000,202272
-5720,1176,14832,1172,6358,-4406,3000,26000,127000,202284
-5788,1228,15076,1280,6508,-4603,3000,26000,127000,202287
-6064,1224,15012,1371,6558,-4694,3000,27000,126000,202289
-7016,1160,15760,1964,6167,-5273,3000,27000,126000,202301
-7004,1160,15976,2091,5974,-5366,3000,27000,126000,202303
-7132,1092,15932,2247,5772,-5467,3000,27000,126000,202306
-7016,1104,16172,3419,5000,-5952,3000,28000,125000,202318
-7160,1136,16132,3612,4961,-5977,3000,28000,125000,202320
-7192,1244,16180,3822,4905,-6031,3000,28000,125000,202322
-7224,1784,15564,4170,4161,-6057,3000,28000,124000,202335
-7284,2068,15260,4138,3997,-6044,3000,28000,124000,202337
-7292,2112,15108,4060,3774,-6001,3000,29000,124000,202339
-7468,2588,14720,3592,2953,-5843,3000,29000,123000,202352
-7468,2704,14756,3538,2942,-5834,3000,29000,123000,202354
-7380,2560,14632,3504,2939,-5824,3000,29000,123000,202356
-7476,2568,14064,3415,3379,-5735,3000,29000,123000,202369
-7484,2556,14048,3412,3530,-5730,3000,29000,123000,202371
-7616,2412,13844,3378,3719,-5703,3000,29000,122000,202373
-8256,2048,14168,3497,4808,-5548,3000,30000,122000,202386
-8416,1968,13952,3525,4969,-5488,3000,30000,122000,202388
-8596,1984,14292,3549,5027,-5468,3000,30000,122000,202390
-9456,1984,14588,3614,4529,-5311,3000,31000,121000,202403
-9684,1964,14832,3613,4327,-5286,3000,31000,121000,202405
-9748,2096,14764,3577,3998,-5263,3000,31000,121000,202408
-10328,2444,15200,3273,2133,-5263,3000,31000,120000,202420
-10448,2480,14960,3202,1750,-5170,3000,31000,120000,202422
-10704,2604,14764,3079,1358,-5133,3000,31000,120000,202425
-10892,2860,14320,2249,-597,-4617,3000,31000,120000,202437
-10848,2940,14148,2106,-927,-4500,3000,31000,120000,202440
-10688,3036,14016,1967,-1241,-4402,3000,31000,119000,202442
-10256,3044,13820,1493,-2613,-3787,3000,31000,119000,202455
-10156,2952,13772,1405,-2702,-3687,3000,31000,119000,202457
-9944,2972,13704,1338,-2826,-3571,3000,31000,119000,202459
-9540,2864,13556,935,-2333,-2980,3000,31000,119000,202472
-9640,2780,13704,839,-2069,-2871,3000,31000,119000,202474
-9432,2828,13620,815,-1779,-2795,3000,31000,118000,202476
-9716,2936,14180,435,-444,-2496,3000,31000,118000,202489
-9776,2924,14312,358,-347,-2501,3000,31000,118000,202491
-9844,3004,14580,321,-357,-2487,3000,31000,118000,202494
-10216,3192,15180,-28,-1664,-2499,3000,30000,118000,202506
-10348,3252,15056,-85,-2078,-2477,3000,30000,118000,202508
-10372,3260,15268,-196,-2491,-2464,3000,30000,118000,202511
-10028,3368,15152,-820,-4747,-2403,3000,30000,118000,202523
-10204,3264,14832,-968,-5179,-2397,3000,30000,117000,202526
-10224,3356,14004,-1164,-5793,-2408,3000,30000,117000,202528
-9372,2452,14524,-1758,-7066,-2336,3000,29000,117000,202541
-9060,2268,14100,-1691,-6922,-2308,3000,29000,117000,202543
-8492,2060,13492,-1679,-6843,-2236,2000,29000,117000,202545
-7688,1548,13612,-1344,-6016,-1099,2000,28000,117000,202558
-7864,1472,13816,-1242,-5595,-772,2000,28000,117000,202560
-7912,1372,13972,-1097,-5121,-406,2000,28000,117000,202562
-7544,1424,14112,-727,-2778,1003,2000,28000,117000,202574
-7472,1652,13928,-679,-2444,1123,2000,28000,117000,202577
-7488,1596,14028,-627,-2183,1103,2000,28000,117000,202579
-7452,1820,13252,-341,-1436,294,2000,28000,117000,202591
-7412,1840,12840,-331,-1306,34,2000,28000,117000,202594
-7432,1796,12844,-340,-1152,-236,2000,28000,117000,202596
-7812,1872,12856,-314,864,-1471,2000,28000,117000,202608
-7880,1864,13184,-307,1279,-1565,2000,28000,117000,202610
-7988,1948,13032,-257,1625,-1628,2000,28000,117000,202612
-7956,1960,13284,-260,1965,-1380,2000,28000,117000,202625
-7872,1904,13628,-271,1779,-1335,2000,28000,117000,202627
-7620,1820,13560,-228,1597,-1263,2000,28000,117000,202629
-5864,1452,14096,-71,854,-1447,2000,28000,117000,202642
-5660,1296,14288,52,891,-1564,2000,28000,117000,202644
-5532,1148,14456,166,1017,-1651,2000,28000,116000,202646
-4928,524,14832,833,2502,-2114,2000,28000,116000,202659
-4736,352,15180,990,2883,-2202,2000,28000,116000,202661
-4800,336,15320,1142,3217,-2309,2000,28000,116000,202663
-5140,172,15776,1807,4929,-2733,2000,29000,116000,202676
-5256,268,15976,1886,5195,-2832,2000,29000,116000,202678
-5400,236,15828,1964,5415,-2925,2000,29000,116000,202680
-6324,268,15612,2285,6354,-3810,2000,30000,115000,202693
-6356,368,15464,2360,6470,-4014,2000,30000,115000,202695
-6628,344,15580,2414,6590,-4191,2000,30000,115000,202697
-7388,348,14712,2809,6703,-4999,2000,30000,115000,202710
-7564,372,14824,2889,6641,-5099,2000,31000,115000,202712
-7540,420,14824,2960,6534,-5206,2000,31000,115000,202715
-7040,104,15244,3738,5556,-5409,2000,31000,114000,202727
-6884,100,15288,3889,5258,-5447,2000,31000,114000,202729
-6896,64,15328,4016,4998,-5494,2000,31000,114000,202732
-6684,-108,15036,4383,3840,-5880,2000,32000,113000,202744
-6740,0,14924,4413,3703,-5954,2000,32000,113000,202747
-6736,64,14896,4434,3600,-6063,2000,32000,113000,202749
-7012,-96,15108,4523,2852,-6708,2000,32000,112000,202761
-6840,92,15000,4569,2705,-6854,2000,32000,112000,202764
-6944,-40,15008,4574,2494,-6983,2000,32000,112000,202766
-6632,280,14260,4432,1211,-7787,2000,32000,111000,202778
-6580,268,14064,4380,1053,-7912,2000,32000,111000,202781
-6472,412,13960,4343,910,-8087,2000,32000,111000,202783
-5956,432,12852,4202,976,-8924,2000,32000,110000,202796
-5824,460,12368,4136,1064,-9123,2000,32000,109000,202798
-5752,504,12148,4059,1178,-9318,2000,32000,109000,202800
-5152,184,11272,3860,2475,-10431,2000,33000,108000,202813
-5020,156,11240,3844,2825,-10599,2000,33000,108000,202815
-4912,84,11092,3838,3196,-10804,1000,33000,108000,202817
-4292,48,10136,3907,4571,-11633,1000,33000,106000,202830
-4200,136,9960,3859,4654,-11900,1000,33000,106000,202832
-4268,276,9680,3806,4786,-12054,1000,33000,106000,202835
-4964,392,9492,3691,5378,-12881,1000,34000,104000,202847
-5044,420,9452,3715,5467,-13032,0,34000,104000,202849
-5436,452,9548,3642,5530,-13125,0,34000,104000,202852
-6520,420,9728,3272,4778,-13741,0,34000,102000,202864
-6668,520,9696,3199,4415,-13797,0,34000,102000,202867
-6768,536,9692,3081,3947,-13949,0,35000,101000,202869
-6652,708,9936,2270,651,-14435,0,35000,100000,202881
-6492,644,10040,2106,25,-14590,0,35000,99000,202884
-6188,868,9836,1931,-571,-14736,0,35000,99000,202886
-6012,908,9856,1714,-1211,-14926,-1000,35000,99000,202888
-4564,1140,9484,462,-3186,-16029,-2000,34000,97000,202901
-4228,952,9384,181,-3232,-16270,-2000,34000,97000,202903
-3932,972,9408,-39,-3061,-16531,-2000,34000,96000,202905
-3512,264,10332,-1198,14,-17869,-3000,34000,94000,202918
-3828,160,10408,-1373,796,-18115,-3000,34000,94000,202920
-3984,28,10452,-1599,1704,-18344,-4000,34000,94000,202922
-7440,-1392,8896,-3193,4375,-19217,-5000,34000,91000,202935
-7964,-1764,8672,-3515,4494,-19269,-6000,34000,91000,202937
-8344,-2028,8732,-3767,4515,-19313,-6000,34000,90000,202940
-9868,-3492,7960,-5019,3567,-19643,-8000,34000,88000,202952
-9892,-3564,8012,-5255,3272,-19665,-8000,34000,88000,202954
-9736,-3688,7640,-5472,2955,-19626,-9000,34000,87000,202957
-7788,-3412,7404,-6536,1607,-19302,-11000,34000,85000,202969
-7404,-3328,7312,-6738,1562,-19366,-11000,34000,84000,202971
-5168,-2676,7088,-7996,3016,-20120,-13000,34000,82000,202984
-4948,-2440,7024,-8259,3522,-20293,-13000,34000,82000,202986
-4956,-2452,7020,-8466,4070,-20458,-14000,34000,81000,202989
-6132,-2392,6920,-8929,5698,-20892,-16000,34000,79000,203001
-6816,-2364,7340,-9025,5779,-20845,-17000,34000,78000,203004
-7292,-2344,7780,-9119,5920,-20711,-17000,34000,78000,203006
-11288,-2860,10588,-9580,7239,-19067,-19000,34000,75000,203019
-12408,-3560,10572,-9670,7177,-18964,-20000,34000,75000,203021
-13260,-4020,10716,-9812,6972,-18898,-20000,34000,74000,203023
-17988,-7452,10620,-10424,2189,-17807,-22000,34000,72000,203036
-18360,-8336,10584,-10503,500,-17389,-23000,34000,72000,203038
-17160,-10428,9876,-11126,-8778,-15280,-25000,33000,71000,203050
-16128,-10612,9628,-11363,-10329,-15003,-25000,32000,71000,203053
-15300,-10680,9668,-11562,-11676,-14780,-25000,32000,70000,203055
-8908,-9768,10116,-12322,-14263,-14741,-27000,30000,70000,203068
-7944,-9360,10288,-12301,-13763,-14893,-27000,30000,69000,203070
-5260,-7820,10096,-11980,-7768,-15950,-29000,28000,68000,203083
-5608,-7600,9928,-11876,-6415,-16147,-29000,28000,68000,203085
-6168,-7680,9948,-11821,-5010,-16299,-30000,28000,68000,203087
-11628,-8160,11196,-11223,898,-15976,-32000,27000,66000,203100
-12712,-8240,11604,-11080,1248,-15710,-32000,27000,66000,203102
-13520,-8364,12020,-10935,1191,-15424,-32000,27000,66000,203104
-16492,-9828,15224,-9879,-5846,-13674,-34000,26000,65000,203117
-16456,-10032,15472,-9714,-7969,-13341,-34000,26000,65000,203119
-12980,-10820,15280,-9392,-18421,-11767,-35000,24000,65000,203132
-12100,-10788,14664,-9433,-19414,-11456,-35000,23000,65000,203134
-11076,-10708,14476,-9562,-19987,-11322,-35000,23000,65000,203136
-5072,-10216,12296,-10771,-16942,-11165,-36000,21000,65000,203149
-4216,-10036,12136,-11018,-15504,-11279,-36000,21000,65000,203151
-1196,-9784,11328,-12250,-5955,-12650,-38000,19000,64000,203163
-792,-9688,11532,-12386,-4216,-12956,-38000,19000,64000,203166
-628,-9748,11340,-12517,-2462,-13327,-38000,19000,64000,203168
-1272,-9616,11352,-13424,5333,-15206,-40000,18000,62000,203180
-1692,-9696,11220,-13599,6519,-15519,-40000,18000,62000,203183
-2052,-9808,11372,-13809,7699,-15785,-41000,18000,62000,203185
-4508,-10004,10436,-14030,11528,-16283,-43000,18000,60000,203197
-5224,-10200,9748,-14097,11341,-16177,-43000,18000,59000,203200
-8380,-11976,9804,-14039,8477,-14529,-45000,18000,58000,203212
-8988,-12376,9956,-14031,7839,-14080,-45000,17000,57000,203215
-9292,-12576,9928,-14066,7192,-13657,-46000,17000,57000,203217
-11072,-13676,10000,-14453,2506,-11439,-47000,17000,56000,203229
-11180,-14064,10320,-14466,1421,-11098,-48000,17000,56000,203232
-10412,-14372,10760,-14586,-4190,-10272,-49000,16000,56000,203244
-9960,-14340,10544,-14654,-5034,-10304,-49000,16000,56000,203246
-9576,-14364,10712,-14729,-5742,-10411,-50000,15000,56000,203249
-7804,-14056,9800,-15249,-7298,-11269,-51000,14000,55000,203261
-7132,-14052,9508,-15369,-7188,-11497,-51000,14000,55000,203264
-5004,-14464,9040,-15665,-5218,-12876,-53000,13000,55000,203276
-4700,-14588,8992,-15681,-4704,-13143,-53000,12000,55000,203278
-4224,-14652,8852,-15725,-4220,-13367,-54000,12000,55000,203281
-3128,-15432,9136,-15916,-1350,-14283,-55000,11000,54000,203293
-2940,-15560,8748,-15914,-790,-14342,-56000,11000,54000,203296
-3240,-16520,8408,-15816,1774,-14329,-57000,10000,53000,203308
-3300,-16628,8488,-15806,2217,-14255,-58000,10000,53000,203310
-3440,-16716,8616,-15825,2629,-14112,-58000,9000,53000,203313
-4752,-17476,9692,-15590,4356,-13544,-60000,9000,52000,203325
-5040,-17740,10056,-15481,4433,-13416,-60000,8000,52000,203327
-5332,-17664,10048,-15398,4436,-13323,-60000,8000,51000,203330
-6304,-18276,10376,-14231,3349,-12499,-62000,7000,50000,203342
-6200,-18372,10384,-13937,2965,-12257,-62000,7000,50000,203345
-6108,-18828,10384,-12379,1157,-11471,-63000,6000,50000,203357
-6056,-18828,10112,-12109,1006,-11303,-64000,6000,50000,203359
-5856,-18772,10104,-11879,855,-11148,-64000,6000,50000,203362
-4536,-18428,9924,-10919,1251,-11135,-65000,5000,49000,203374
-4312,-18216,9728,-10753,1477,-11250,-65000,5000,49000,203376
-4048,-18112,9820,-10569,1682,-11374,-65000,5000,49000,203379
-3608,-18296,9552,-9687,3164,-12241,-66000,4000,48000,203391
-3656,-18464,9332,-9602,3480,-12210,-66000,4000,48000,203394
-3772,-18644,9496,-9279,4220,-12508,-67000,3000,47000,203406
-3840,-18612,9604,-9290,4091,-12452,-67000,3000,47000,203408
-3816,-18628,9768,-9281,3777,-12365,-68000,2000,47000,203411
-3832,-18600,9016,-9157,1571,-11922,-68000,1000,46000,203423
-3980,-18516,8980,-9149,1188,-11754,-69000,1000,46000,203425
-3920,-18392,8864,-9083,842,-11482,-69000,1000,46000,203428
-3924,-18128,8228,-9109,-181,-10302,-70000,0,46000,203440
-3912,-17960,8312,-9166,-230,-10073,-70000,0,46000,203442
-4032,-17916,8100,-9191,-275,-9840,-70000,0,46000,203445
-4292,-17540,8192,-9462,-378,-8682,-71000,0,45000,203457
-4312,-17496,8104,-9463,-472,-8472,-71000,0,45000,203459
-4260,-17456,8072,-9499,-561,-8264,-71000,0,45000,203462
-4688,-17324,7760,-9567,-1227,-7205,-72000,-1000,45000,203474
-4636,-17240,7564,-9536,-1338,-7026,-72000,-1000,45000,203476
-4552,-17336,7684,-9539,-1499,-6856,-72000,-1000,45000,203479
-4060,-17372,8212,-9444,-2518,-5975,-73000,-1000,45000,203491
-3908,-17532,7852,-9428,-2961,-5840,-73000,-1000,45000,203494
-2612,-17704,6368,-9192,-5989,-5474,-74000,-2000,46000,203506
-2336,-17896,6192,-9073,-6312,-5428,-74000,-2000,46000,203508
-2100,-17928,6068,-8972,-6617,-5358,-75000,-2000,46000,203511
-1628,-17884,5444,-8493,-6560,-4710,-75000,-3000,46000,203523
-1620,-17828,5520,-8416,-6362,-4563,-76000,-3000,46000,203525
-1624,-17684,5492,-8334,-6077,-4427,-76000,-3000,46000,203528
-1780,-16988,5292,-7866,-4543,-3584,-76000,-3000,47000,203540
-1804,-16904,5372,-7762,-4261,-3390,-77000,-3000,47000,203543
-2196,-16352,5428,-6915,-3932,-2348,-77000,-4000,47000,203555
-2280,-16280,5344,-6783,-4038,-2141,-77000,-4000,47000,203557
-2164,-16244,5316,-6697,-4164,-1965,-77000,-4000,47000,203560
-1244,-15988,5076,-6354,-4668,-1179,-78000,-4000,48000,203572
-1036,-16196,5004,-6281,-4656,-1064,-78000,-4000,48000,203574
-788,-16072,5136,-6259,-4549,-999,-78000,-4000,48000,203577
-80,-16236,5216,-6005,-3289,-732,-79000,-4000,48000,203589
88,-16288,5372,-5964,-2967,-688,-79000,-4000,48000,203591
208,-16216,5348,-5927,-2687,-651,-79000,-4000,48000,203594
